gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	E1	F1	B1	D1	C1	AA
K02152	ATPeV1G; V-type H+-transporting ATPase subunit G	V-type ATPase, eukaryotes	Energy	Electron transport Chain		1.0	1.0	0.0	1.0	1.0	1.0
K02144	ATPeV1H; V-type H+-transporting ATPase subunit H	V-type ATPase, eukaryotes	Energy	Electron transport Chain		1.0	1.0	0.0	1.0	1.0	1.0
K02154	ATPeV0A; V-type H+-transporting ATPase subunit a	V-type ATPase, eukaryotes	Energy	Electron transport Chain		2.0	2.0	2.0	2.0	2.0	2.0
K03661	ATPeV0B; V-type H+-transporting ATPase 21kDa proteolipid subunit	V-type ATPase, eukaryotes	Energy	Electron transport Chain		1.0	1.0	1.0	1.0	1.0	1.0
K02155	ATPeV0C; V-type H+-transporting ATPase 16kDa proteolipid subunit	V-type ATPase, eukaryotes	Energy	Electron transport Chain		3.0	3.0	2.0	3.0	3.0	3.0
K02146	ATPeV0D; V-type H+-transporting ATPase subunit d	V-type ATPase, eukaryotes	Energy	Electron transport Chain		1.0	1.0	1.0	1.0	1.0	1.0
K00925	acetate kinase [EC:2.7.2.1] [RN:R00315]	Methanogenesis, acetate => methane	Energy	C1-methane		7.0	4.0	7.0	7.0	7.0	3.0
K00625	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	Methanogenesis, acetate => methane	Energy	C1-methane		2.0	1.0	2.0	2.0	2.0	1.0
K13788	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	Methanogenesis, acetate => methane	Energy	C1-methane		2.0	1.0	2.0	2.0	2.0	1.0
K01895	acetyl-CoA synthetase [EC:6.2.1.1] [RN:R00235]	Methanogenesis, acetate => methane	Energy	C1-methane		2.0	2.0	0.0	2.0	2.0	2.0
K00320	coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase [EC:1.5.99.11] [RN:R04464]	Methanogenesis, CO2 => methane	Energy	C1-methane		1.0	0.0	1.0	1.0	1.0	1.0
K00855	phosphoribulokinase [EC:2.7.1.19] [RN:R01523]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		2.0	1.0	2.0	2.0	2.0	1.0
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		3.0	2.0	3.0	3.0	3.0	2.0
K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle (Calvin cycle)	EnergC1		5.0	6.0	4.0	6.0	6.0	4.0
K01624	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		2.0	1.0	2.0	2.0	2.0	2.0
K03841	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		1.0	1.0	1.0	1.0	1.0	1.0
K01086	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		1.0	1.0	1.0	1.0	1.0	1.0
K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		6.0	4.0	4.0	6.0	6.0	5.0
K01807	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Reductive pentose phosphate cycle (Calvin cycle)	Energy	C1		4.0	2.0	4.0	4.0	4.0	3.0
K00855	phosphoribulokinase [EC:2.7.1.19] [RN:R01523]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		2.0	1.0	2.0	2.0	2.0	1.0
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		3.0	2.0	3.0	3.0	3.0	2.0
K00134	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.13 1.2.1.59 1.2.1.12] [RN:R01061 R01063]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Energy	C1		5.0	6.0	4.0	6.0	6.0	4.0
K01624	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01068 R01829]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		2.0	1.0	2.0	2.0	2.0	2.0
K03841	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		1.0	1.0	1.0	1.0	1.0	1.0
K01086	fructose-1,6-bisphosphatase [EC:3.1.3.11] [RN:R00762]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		1.0	1.0	1.0	1.0	1.0	1.0
K00615	transketolase [EC:2.2.1.1] [RN:R01067 R01641]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		6.0	4.0	4.0	6.0	6.0	5.0
K01807	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Energy	C1		4.0	2.0	4.0	4.0	4.0	3.0
K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] [RN:R01196 R10866]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		0.0	0.0	1.0	0.0	0.0	0.0
K01007	pyruvate,water dikinase [EC:2.7.9.2] [RN:R00199]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		1.0	0.0	1.0	1.0	1.0	1.0
K01006	pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		3.0	1.0	3.0	3.0	3.0	2.0
K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		0.0	0.0	0.0	0.0	1.0	0.0
K01958	pyruvate carboxylase subunit A [EC:6.4.1.1] [RN:R00344]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		4.0	2.0	3.0	5.0	5.0	5.0
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		9.0	4.0	9.0	9.0	9.0	8.0
K01676	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		2.0	0.0	2.0	2.0	2.0	2.0
K01679	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		4.0	4.0	4.0	4.0	4.0	3.0
K00239	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		1.0	0.0	2.0	1.0	1.0	1.0
K00031	isocitrate dehydrogenase [EC:1.1.1.42] [RN:R00267]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		3.0	3.0	1.0	3.0	3.0	3.0
K01682	aconitate hydratase [EC:4.2.1.3] [RN:R01900 R01325]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		4.0	4.0	2.0	4.0	4.0	4.0
K05884	L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337] [RN:R07136]	Coenzyme M biosynthesis	Energy	C1		2.0	0.0	2.0	2.0	2.0	2.0
K01007	pyruvate, water dikinase [EC:2.7.9.2] [RN:R00199]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		1.0	0.0	1.0	1.0	1.0	1.0
K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		0.0	0.0	0.0	0.0	1.0	0.0
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		9.0	4.0	9.0	9.0	9.0	8.0
K01676	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		2.0	0.0	2.0	2.0	2.0	2.0
K00239	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		1.0	0.0	2.0	1.0	1.0	1.0
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		3.0	3.0	2.0	3.0	3.0	2.0
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		3.0	3.0	2.0	3.0	3.0	2.0
K09709	3-methylfumaryl-CoA hydratase [EC:4.2.1.153] [RN:R09282]	3-Hydroxypropionate bi-cycle	Energy	C1		1.0	1.0	0.0	1.0	1.0	1.0
K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3] [RN:R00943]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		2.0	1.0	2.0	2.0	2.0	1.0
K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] [RN:R01655 R01220]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		2.0	1.0	2.0	2.0	2.0	1.0
K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20] [RN:R07168]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		2.0	2.0	2.0	2.0	2.0	2.0
K11212	LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28] [RN:R09398]	F420 biosynthesis	Energy	C1		2.0	1.0	2.0	2.0	2.0	1.0
K01697	cystathionine beta-synthase [EC:4.2.1.22] [RN:R01290]	Cysteine biosynthesis, homocysteine + serine => cysteine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K01758	cystathionine gamma-lyase [EC:4.4.1.1] [RN:R01001]	Cysteine biosynthesis, homocysteine + serine => cysteine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Cysteine biosynthesis, methionine => cysteine	Organic Nitrogen	Amino Acid		4.0	3.0	4.0	4.0	4.0	3.0
K01243	S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9] [RN:R00194]	Cysteine biosynthesis, methionine => cysteine	Organic Nitrogen	Amino Acid	2.0	1.0	2.0	2.0	2.0	1.0
K07173	S-ribosylhomocysteine lyase [EC:4.4.1.21] [RN:R01291]	Cysteine biosynthesis, methionine => cysteine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K17216	cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134] [RN:R10305]	Cysteine biosynthesis, methionine => cysteine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K17217	cystathionine gamma-lyase [EC:4.4.1.1] [RN:R01001]	Cysteine biosynthesis, methionine => cysteine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K00931	glutamate 5-kinase [EC:2.7.2.11] [RN:R00239]	Proline biosynthesis, glutamate => proline	Organic Nitrogen	Amino Acid		3.0	2.0	4.0	3.0	3.0	3.0
K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41] [RN:R03313]	Proline biosynthesis, glutamate => proline	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	2.0	2.0	2.0
K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2] [RN:R01251]	Proline biosynthesis, glutamate => proline	Organic Nitrogen	Amino Acid		3.0	2.0	3.0	3.0	3.0	2.0
K00928	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		4.0	2.0	3.0	4.0	4.0	3.0
K12524	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		5.0	3.0	4.0	5.0	5.0	4.0
K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid	3.0	1.0	3.0	3.0	3.0	2.0
K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8] [RN:R04198 R04199]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K00821	N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17] [RN:R04475]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid	1.0	0.0	1.0	1.0	1.0	debug2: channel 0: window 990987 sent adjust 57589
1.0
K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18] [RN:R02734]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid	6.0	4.0	6.0	6.0	6.0	2.0
K01778	diaminopimelate epimerase [EC:5.1.1.7] [RN:R02735]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K01586	diaminopimelate decarboxylase [EC:4.1.1.20] [RN:R00451]	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	1.0
K00928	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		4.0	2.0	3.0	4.0	4.0	3.0
K12524	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		5.0	3.0	4.0	5.0	5.0	4.0
K00003	homoserine dehydrogenase [EC:1.1.1.3] [RN:R01773 R01775]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		3.0	1.0	2.0	3.0	3.0	3.0
K00651	homoserine O-succinyltransferase [EC:2.3.1.46] [RN:R01777]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01739	cystathionine gamma-synthase [EC:2.5.1.48] [RN:R03260]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		11.0	8.0	8.0	11.0	11.0	11.0
K01760	cystathionine beta-lyase [EC:4.4.1.8] [RN:R01286]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		2.0	2.0	1.0	2.0	2.0	2.0
K00549	methionine synthase [EC:2.1.1.13 2.1.1.14] [RN:R00946 R04405]	Methionine biosynthesis, apartate => homoserine => methionine	Organic Nitrogen	Amino Acid		5.0	2.0	4.0	5.0	5.0	4.0
K00928	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Threonine biosynthesis, aspartate => homoserine => threonine	Organic Nitrogen	Amino Acid		4.0	2.0	3.0	4.0	4.0	3.0
K12524	aspartate kinase [EC:2.7.2.4] [RN:R00480]	Threonine biosynthesis, aspartate => homoserine => threonine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11] [RN:R02291]	Threonine biosynthesis, aspartate => homoserine => threonine	Organic Nitrogen	Amino Acid		5.0	3.0	4.0	5.0	5.0	4.0
K00003	homoserine dehydrogenase [EC:1.1.1.3] [RN:R01773 R01775]	Threonine biosynthesis, aspartate => homoserine => threonine	Organic Nitrogen	Amino Acid		3.0	1.0	2.0	3.0	3.0	3.0
K00872	homoserine kinase [EC:2.7.1.39] [RN:R01771]	Threonine biosynthesis, aspartate => homoserine => threonine	Organic Nitrogen	Amino Acid		7.0	4.0	7.0	7.0	7.0	5.0
K02204	homoserine kinase [EC:2.7.1.39] [RN:R01771]	Threonine biosynthesis, aspartate => homoserine => threonine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	0.0
K01733	threonine synthase [EC:4.2.3.1] [RN:R01466]	Threonine biosynthesis, aspartate => homoserine => threonine	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	2.0	2.0	2.0
K01652	acetolactate synthase [EC:2.2.1.6] [RN:R00226 R08648]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		3.0	2.0	3.0	3.0	3.0	2.0
K01653	acetolactate synthase [EC:2.2.1.6] [RN:R00226 R08648]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00053	ketol-acid reductoisomerase [EC:1.1.1.86] [RN:R05071 R04440 R04439 R05069 R05068]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K01687	dihydroxy-acid dehydratase [EC:4.2.1.9] [RN:R04441 R05070]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R01214 R02199]	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Organic Nitrogen	Amino Acid		3.0	2.0	2.0	3.0	3.0	3.0
K00058	D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95] [RN:R01513]	Serine biosynthesis, glycerate-3P => serine	Organic Nitrogen	Amino Acid		4.0	3.0	4.0	4.0	4.0	4.0
K00831	phosphoserine aminotransferase [EC:2.6.1.52] [RN:R04173]	Serine biosynthesis, glycerate-3P => serine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K01079	phosphoserine phosphatase [EC:3.1.3.3] [RN:R00582]	Serine biosynthesis, glycerate-3P => serine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00640	serine O-acetyltransferase [EC:2.3.1.30] [RN:R00586]	Cysteine biosynthesis, serine => cysteine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01738	cysteine synthase [EC:2.5.1.47] [RN:R00897]	Cysteine biosynthesis, serine => cysteine	Organic Nitrogen	Amino Acid		6.0	5.0	8.0	6.0	6.0	6.0
K17069	cysteine synthase [EC:2.5.1.47] [RN:R00897]	Cysteine biosynthesis, serine => cysteine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K01626	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] [RN:R01826]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid	2.0	2.0	1.0	2.0	2.0	2.0
K03856	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54] [RN:R01826]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid	1.0	0.0	1.0	1.0	1.0	1.0
K01735	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K03785	3-dehydroquinate dehydratase [EC:4.2.1.10] [RN:R03084]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid		2.0	0.0	2.0	2.0	2.0	2.0
K00014	shikimate 5-dehydrogenase [EC:1.1.1.25] [RN:R02413]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid		5.0	1.0	2.0	5.0	5.0	5.0
K13830	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00891	shikimate kinase [EC:2.7.1.71] [RN:R02412]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19] [RN:R03460]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid		5.0	2.0	5.0	5.0	5.0	3.0
K01736	chorismate synthase [EC:4.2.3.5] [RN:R01714]	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K01657	anthranilate synthase [EC:4.1.3.27] [RN:R00985 R00986]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		3.0	1.0	2.0	3.0	3.0	3.0
K01658	anthranilate synthase [EC:4.1.3.27] [RN:R00985 R00986]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		9.0	4.0	8.0	9.0	9.0	7.0
K01656	anthranilate synthase [EC:4.1.3.27] [RN:R00985 R00986]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		3.0	2.0	3.0	3.0	3.0	3.0
K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18] [RN:R01073]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	2.0	2.0	2.0
K01817	phosphoribosylanthranilate isomerase [EC:5.3.1.24] [RN:R03509]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		2.0	1.0	1.0	2.0	2.0	2.0
K01609	indole-3-glycerol phosphate synthase [EC:4.1.1.48] [RN:R03508]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K01695	tryptophan synthase [EC:4.2.1.20] [RN:R02722]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01696	tryptophan synthase [EC:4.2.1.20] [RN:R02722]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01694	tryptophan synthase [EC:4.2.1.20] [RN:R02722]	Tryptophan biosynthesis, chorismate => tryptophan	Organic Nitrogen	Amino Acid		3.0	1.0	3.0	3.0	3.0	3.0
K01850	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Phenylalanine biosynthesis, chorismate => phenylalanine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K04516	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Phenylalanine biosynthesis, chorismate => phenylalanine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01713	prephenate dehydratase [EC:4.2.1.51] [RN:R01373]	Phenylalanine biosynthesis, chorismate => phenylalanine	Organic Nitrogen	Amino Acid		9.0	4.0	9.0	9.0	9.0	5.0
K04518	prephenate dehydratase [EC:4.2.1.51] [RN:R01373]	Phenylalanine biosynthesis, chorismate => phenylalanine	Organic Nitrogen	Amino Acid		1.0	1.0	1.0	1.0	1.0	1.0
K00838	aromatic-amino-acid transaminase [EC:2.6.1.57] [RN:R00694]	Phenylalanine biosynthesis, chorismate => phenylalanine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K01850	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Tyrosine biosynthesis, chorismate => tyrosine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K04516	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Tyrosine biosynthesis, chorismate => tyrosine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K04517	prephenate dehydrogenase [EC:1.3.1.12] [RN:R01728]	Tyrosine biosynthesis, chorismate => tyrosine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K00815	tyrosine aminotransferase [EC:2.6.1.5] [RN:R00734]	Tyrosine biosynthesis, chorismate => tyrosine	Organic Nitrogen	Amino Acid		5.0	3.0	2.0	5.0	5.0	4.0
K00838	aromatic-amino-acid transaminase [EC:2.6.1.57] [RN:R00734]	Tyrosine biosynthesis, chorismate => tyrosine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K00765	ATP phosphoribosyltransferase [EC:2.4.2.17] [RN:R01071]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K02502	ATP phosphoribosyltransferase [EC:2.4.2.17] [RN:R01071]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31] [RN:R04035]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19] [RN:R04037]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K11755	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31] [RN:R04035]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K14152	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31] [RN:R04035]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		1.0	1.0	0.0	1.0	1.0	1.0
K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16] [RN:R04640]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
K02501	imidazole glycerol-phosphate synthase [EC:4.3.2.10] [RN:R04558]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K02500	imidazole glycerol-phosphate synthase [EC:4.3.2.10] [RN:R04558]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		1.0	0.0	1.0	1.0	1.0	1.0
K01663	imidazole glycerol-phosphate synthase [EC:4.3.2.10] [RN:R04558]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		5.0	3.0	4.0	5.0	5.0	5.0
K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19] [RN:R03457]	Histidine biosynthesis, PRPP => histidine	Organic Nitrogen	Amino Acid		2.0	1.0	2.0	2.0	2.0	2.0
