Gene Family	AA_combined_Abundance-RPKs	B1_combined_Abundance-RPKs	C1_combined_Abundance-RPKs	D1_combined_Abundance-RPKs	E1_combined_Abundance-RPKs	F1_combined_Abundance-RPKs	log2FC_E1_vs_AA	log2FC_F1_vs_B1	log2FC_D1_vs_AA	log2FC_C1_vs_D1
K03763	108.242	170.24118	140.8551	139.8259	131.2621	165.352151	0.2781900155365713	-0.04203824245602633	0.3693712118415796	0.010580184481509396
K03763|g__Lactobacillus.s__Lactobacillus_brevis	0.0	166.671	85.1697	110.67	84.2434	165.144	26.328060344957766	-0.01327854898708052	26.721688967001434	-0.3778520177777681
K03763|g__Lactobacillus.s__Lactobacillus_plantarum	108.242	3.57018	55.6854	29.1559	47.0187	0.208151	-1.2029538279675198	-4.100287891847702	-1.8924006029160372	0.933511240038342
K03764	0.5213468	0.603267	0.0	0.0	0.0	0.0	-18.99188661455778	-19.202439531911928	-18.99188661455778	0.0
K03764|g__Pantoea.s__Pantoea_agglomerans	0.297659	0.24073	0.0	0.0	0.0	0.0	-18.183305837501198	-17.877062410459935	-18.183305837501198	0.0
K03764|g__Pantoea.s__Pantoea_vagans	0.14883	0.24073	0.0	0.0	0.0	0.0	-17.18331553104547	-17.877062410459935	-17.18331553104547	0.0
K03764|unclassified	0.0748578	0.121807	0.0	0.0	0.0	0.0	-16.19188430131224	-16.89424936286423	-16.19188430131224	0.0
K03767	0.0	0.33583	0.0	0.0	0.0	0.0	0.0	-18.35737588363381	0.0	0.0
K03767|g__Pantoea.s__Pantoea_agglomerans	0.0	0.287854	0.0	0.0	0.0	0.0	0.0	-18.13498274631452	0.0	0.0
K03767|g__Pantoea.s__Pantoea_vagans	0.0	0.0479757	0.0	0.0	0.0	0.0	0.0	-15.550046307139814	0.0	0.0
K03769	0.0	0.780436	0.0	0.0	0.0	0.0	0.0	-19.57392265121915	0.0	0.0
K03769|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.780436	0.0	0.0	0.0	0.0	0.0	-19.57392265121915	0.0	0.0
K03770	3.35213	1.11514	7.38024	11.8312	9.91895	11.1305	1.5651090232515867	3.3192204887521317	1.8194460956648995	-0.6808566978599074
K03770|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.35213	1.11514	7.38024	11.8312	9.91895	11.1305	1.5651090232515867	3.3192204887521317	1.8194460956648995	-0.6808566978599074
K03775	0.0	0.245568	0.0	0.0	0.0	0.0	0.0	-17.90576892452177	0.0	0.0
K03775|g__Pantoea.s__Pantoea_agglomerans	0.0	0.148239	0.0	0.0	0.0	0.0	0.0	-17.17757526091463	0.0	0.0
K03775|g__Pantoea.s__Pantoea_vagans	0.0	0.0973287	0.0	0.0	0.0	0.0	0.0	-16.57059248778856	0.0	0.0
K03778	52.391	2.47312	25.7017	16.3132	26.3626	0.086342	-0.9908263096235437	-4.840109796257053	-1.6832791293403764	0.6558239460405233
K03778|unclassified	52.391	2.47312	25.7017	16.3132	26.3626	0.086342	-0.9908263096235437	-4.840109796257053	-1.6832791293403764	0.6558239460405233
K03781	6.36859	1.98402	13.3353	20.42897	18.93149	21.7471	1.571741910688664	3.454323893918903	1.681570409747079	-0.6153661485740897
K03781|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.36859	1.98402	13.3353	20.42897	18.93149	21.7471	1.571741910688664	3.454323893918903	1.681570409747079	-0.6153661485740897
K03783	2.52481	0.491096	5.16124	8.20645	8.0116	8.80129	1.6659151767600944	4.163635243570112	1.7005830463053855	-0.6690404445815359
K03783|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.52481	0.491096	5.16124	8.20645	8.0116	8.80129	1.6659151767600944	4.163635243570112	1.7005830463053855	-0.6690404445815359
K03784	0.0	193.369	91.8478	117.619	85.4392	167.232	26.348394819678862	-0.2095055912835258	26.809545901196106	-0.3568040559241804
K03784|g__Lactobacillus.s__Lactobacillus_brevis	0.0	193.369	91.8478	117.619	85.4392	167.232	26.348394819678862	-0.2095055912835258	26.809545901196106	-0.3568040559241804
K03785	11.7927	0.766982	6.10286	3.74757	5.2171	0.0	-1.1765739225338103	-19.548835075519	-1.6538664747328942	0.7035299205081389
K03785|g__Lactobacillus.s__Lactobacillus_plantarum	11.7927	0.766982	6.10286	3.74757	5.2171	0.0	-1.1765739225338103	-19.548835075519	-1.6538664747328942	0.7035299205081389
K03786	0.0	0.132519	0.0	0.0	0.0	0.0	0.0	-17.015850582968376	0.0	0.0
K03786|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.132519	0.0	0.0	0.0	0.0	0.0	-17.015850582968376	0.0	0.0
K03789	285.904	11.36688	129.6281	90.1222	133.899	0.539699	-1.0943856125094924	-4.396534944633677	-1.665576356299938	0.5244240488245355
K03789|g__Lactobacillus.s__Lactobacillus_plantarum	172.493	5.83106	73.8604	52.0877	81.3438	0.205912	-1.0844335137661236	-4.823651594900556	-1.7275231576870789	0.5038583330678646
K03789|unclassified	113.411	5.53582	55.7677	38.0345	52.5552	0.333787	-1.1096551409418534	-4.051793299916299	-1.5761800075704906	0.5521211202142273
K03798	31.85196	0.0	0.0	0.0	0.0	0.0	-24.92487886048854	0.0	-24.92487886048854	0.0
K03798|g__Pantoea.s__Pantoea_agglomerans	0.19816	0.0	0.0	0.0	0.0	0.0	-17.59631352857075	0.0	-17.59631352857075	0.0
K03798|unclassified	31.6538	0.0	0.0	0.0	0.0	0.0	-24.915875413615417	0.0	-24.915875413615417	0.0
K03799	94.716	158.76415	115.5977	112.3185	98.9948	123.77168	0.06374458956360257	-0.35920392499227516	0.2459155113072538	0.04151711918281655
K03799|g__Lactobacillus.s__Lactobacillus_brevis	0.0	100.295	43.2949	53.0658	37.8686	79.5624	25.174498788163103	-0.33409098057372993	25.661279059651385	-0.29358527199329487
K03799|unclassified	94.716	58.46915	72.3028	59.2528	61.1262	44.20878	-0.6318172640543536	-0.4033426884587364	-0.6767248155489339	0.2871681833135436
K03800	1.45423	0.997326	3.91075	5.92319	6.62974	8.15356	2.1886960555519153	3.0312917690683774	2.0261181532079533	-0.5989289265325087
K03800|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.45423	0.997326	3.91075	5.92319	6.62974	8.15356	2.1886960555519153	3.0312917690683774	2.0261181532079533	-0.5989289265325087
K03801	2.56133	1.46864	6.83329	8.60976	8.87211	10.5975	1.7923837113261518	2.851170416100601	1.749079486120991	-0.33339262393324964
K03801|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.56133	1.46864	6.83329	8.60976	8.87211	10.5975	1.7923837113261518	2.851170416100601	1.749079486120991	-0.33339262393324964
K03807	0.124692	0.403376	0.0	0.0	0.0	0.0	-16.92802095204429	-18.621769300252044	-16.92802095204429	0.0
K03807|g__Pantoea.s__Pantoea_agglomerans	0.0890659	0.144063	0.0	0.0	0.0	0.0	-16.442601761038123	-17.136350341454154	-16.442601761038123	0.0
K03807|g__Pantoea.s__Pantoea_vagans	0.0356264	0.259313	0.0	0.0	0.0	0.0	-15.120699582527465	-17.98434057181714	-15.120699582527465	0.0
K03808	0.0	0.4059319999999999	0.0	0.0	0.0	0.0	0.0	-18.630882101984444	0.0	0.0
K03808|g__Pantoea.s__Pantoea_agglomerans	0.0	0.368812	0.0	0.0	0.0	0.0	0.0	-18.49252998352561	0.0	0.0
K03808|g__Pantoea.s__Pantoea_vagans	0.0	0.0371199	0.0	0.0	0.0	0.0	0.0	-15.179944068727123	0.0	0.0
K03811	0.166571	243.228193	89.9291	114.088	84.5992	169.446	8.988354317031646	-0.5214848806922043	9.419785440844223	-0.34328711514778487
K03811|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.238193	0.0	0.0	0.0	0.0	0.0	-17.861777547255688	0.0	0.0
K03811|g__Lactobacillus.s__Lactobacillus_brevis	0.166571	242.99	89.9291	114.088	84.5992	169.446	8.988354317031646	-0.5200713593929256	9.419785440844223	-0.34328711514778487
K03816	105.151	204.42577	140.0435	149.5352	137.51510000000002	171.797	0.3871274704990035	-0.25087222947600996	0.5080225547295973	-0.09461010500229465
K03816|g__Lactobacillus.s__Lactobacillus_brevis	0.0	200.269	91.4791	118.299	89.7539	170.736	26.419471308785642	-0.2301718344709437	26.817862649696032	-0.3709237975794076
K03816|g__Lactobacillus.s__Lactobacillus_plantarum	56.2629	1.84494	25.1284	16.9553	26.4487	0.0	-1.0889870744649286	-20.815143249908804	-1.7304475459807247	0.5675824747486609
K03816|unclassified	48.8879	2.31183	23.4361	14.2809	21.3125	1.06037	-1.197777562794816	-1.124466817761138	-1.7753904609415143	0.7146455688143014
K03817	90.0705	2.25475	43.9018	24.818	39.213	0.155702	-1.1997226295799597	-3.856099473588852	-1.8596677698862005	0.8228932088997762
K03817|g__Lactobacillus.s__Lactobacillus_plantarum	90.0705	2.25475	43.9018	24.818	39.213	0.155702	-1.1997226295799597	-3.856099473588852	-1.8596677698862005	0.8228932088997762
K03825	0.0	0.0922526	0.0	0.0	0.0	0.0	0.0	-16.49331758991825	0.0	0.0
K03825|unclassified	0.0	0.0922526	0.0	0.0	0.0	0.0	0.0	-16.49331758991825	0.0	0.0
K03827	120.248	3.51441	65.7198	35.9459	54.6217	0.180015	-1.138466763307444	-4.287085874614587	-1.7421137397929394	0.8705008458443578
K03827|g__Lactobacillus.s__Lactobacillus_plantarum	120.248	3.51441	65.7198	35.9459	52.5245	0.180015	-1.1949504548658916	-4.287085874614587	-1.7421137397929394	0.8705008458443578
K03827|unclassified	0.0	0.0	0.0	0.0	2.09713	0.0	20.999985553384995	0.0	0.0	0.0
K03829	0.0607541	0.0	0.0	0.0	0.0	0.0	-15.890717898323542	0.0	-15.890717898323542	0.0
K03829|unclassified	0.0607541	0.0	0.0	0.0	0.0	0.0	-15.890717898323542	0.0	-15.890717898323542	0.0
K03830	0.0739771	274.014	97.4506	122.179	97.2439	180.505	10.360293806002806	-0.6022108025098116	10.689610481090313	-0.3262533612915134
K03830|g__Lactobacillus.s__Lactobacillus_brevis	0.0739771	274.014	97.4506	122.129	97.1859	180.505	10.359433070518914	-0.6022108025098116	10.689019958041857	-0.3256628382430578
K03830|unclassified	0.0	0.0	0.0	0.0506712	0.0579527	0.0	15.82261315124278	0.0	15.628906846266403	-15.628906846266403
K03841	2.17072	1.4106040000000002	4.79557	6.88264	7.41084	7.97481	1.7714629621968994	2.4991362693771997	1.6647879505228944	-0.5212596560682823
K03841|g__Pantoea.s__Pantoea_agglomerans	0.0	0.071042	0.0	0.0	0.0	0.0	0.0	-16.11640488457275	0.0	0.0
K03841|g__Pantoea.s__Pantoea_vagans	0.0	0.071042	0.0	0.0	0.0	0.0	0.0	-16.11640488457275	0.0	0.0
K03841|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.17072	1.26852	4.79557	6.88264	7.41084	7.97481	1.7714629621968994	2.6523029249560013	1.6647879505228944	-0.5212596560682823
K03842	2.8168	0.81299	6.11396	9.14742	9.12147	10.5422	1.69520885898834	3.6967929125504475	1.6993074065620235	-0.5812577015223516
K03842|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.8168	0.81299	6.11396	9.14742	9.12147	10.5422	1.69520885898834	3.6967929125504475	1.6993074065620235	-0.5812577015223516
K03843	2.63886	1.10439	5.87922	9.38576	8.48804	10.8064	1.685516265156578	3.2905631818122187	1.830558364097031	-0.6748487140541282
K03843|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.63886	1.10439	5.87922	9.38576	8.48804	10.8064	1.685516265156578	3.2905631818122187	1.830558364097031	-0.6748487140541282
K03844	1.83017	0.67898	3.86461	5.74112	5.20007	7.01098	1.5065528700354016	3.3681732160404523	1.6493540107839288	-0.5710092580446647
K03844|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.83017	0.67898	3.86461	5.74112	5.20007	7.01098	1.5065528700354016	3.3681732160404523	1.6493540107839288	-0.5710092580446647
K03845	2.03798	0.894505	3.7509	6.27141	5.45404	6.88338	1.4201849441655423	2.943954301889995	1.62164946902043	-0.7415528849078802
K03845|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.03798	0.894505	3.7509	6.27141	5.45404	6.88338	1.4201849441655423	2.943954301889995	1.62164946902043	-0.7415528849078802
K03846	2.64106	0.830273	6.11139	8.94191	8.93597	10.7309	1.7585068803384216	3.6920398830943597	1.7594655631240248	-0.5490824006190077
K03846|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.64106	0.830273	6.11139	8.94191	8.93597	10.7309	1.7585068803384216	3.6920398830943597	1.7594655631240248	-0.5490824006190077
K03847	2.93729	0.742398	6.11817	9.64636	8.97335	10.5469	1.6111606426759895	3.828480576152783	1.7154985999110792	-0.6568843716125518
K03847|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.93729	0.742398	6.11817	9.64636	8.97335	10.5469	1.6111606426759895	3.828480576152783	1.7154985999110792	-0.6568843716125518
K03848	2.38659	0.616	4.60706	7.03455	7.19416	8.65384	1.5918750993134063	3.812336015802325	1.559506995363656	-0.6106116421946727
K03848|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.38659	0.616	4.60706	7.03455	7.19416	8.65384	1.5918750993134063	3.812336015802325	1.559506995363656	-0.6106116421946727
K03849	2.35653	0.526189	4.84179	7.28828	7.86423	8.66607	1.7386410392754783	4.04172232035392	1.628913923353951	-0.5900377778537874
K03849|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.35653	0.526189	4.84179	7.28828	7.86423	8.66607	1.7386410392754783	4.04172232035392	1.628913923353951	-0.5900377778537874
K03850	2.11573	1.00935	4.43701	6.85718	6.26143	7.25442	1.5653362004593465	2.8454325161822887	1.6964593928326617	-0.6280274738175606
K03850|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.32902	0.609609	2.72449	4.58585	4.03725	4.50112	1.6030093824548153	2.8843258740431903	1.7868255797551875	-0.7512027555570375
K03850|unclassified	0.786708	0.399741	1.71252	2.27133	2.22419	2.7533	1.4993786899274544	2.7840212721801207	1.5296359713041747	-0.40741628522889745
K03854	9.69753	2.67374	19.64878	28.81718	28.18335	33.38367	1.5391537705388978	3.6422109815565795	1.571239825086449	-0.5524894015904307
K03854|g__Saccharomyces.s__Saccharomyces_cerevisiae	9.69753	2.67374	19.64878	28.81718	28.18335	33.38367	1.5391537705388978	3.6422109815565795	1.571239825086449	-0.5524894015904307
K03856	85.7707	3.81675	42.4025	25.3713	40.2837	0.0	-1.0902886771069376	-21.86391363935084	-1.7572874114107395	0.7409518604627625
K03856|g__Lactobacillus.s__Lactobacillus_plantarum	0.0	0.0	1.12674	0.0	0.0	0.0	0.0	0.0	0.0	20.10372449569675
K03856|unclassified	85.7707	3.81675	41.2758	25.3713	40.2837	0.0	-1.0902886771069376	-21.86391363935084	-1.7572874114107395	0.7020987120053517
K03858	1.18067	0.705732	2.60763	3.87267	4.17825	4.62598	1.8232921556024757	2.7125649635483255	1.7137219370448356	-0.5705892119642504
K03858|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.18067	0.705732	2.60763	3.87267	4.17825	4.62598	1.8232921556024757	2.7125649635483255	1.7137219370448356	-0.5705892119642504
K03859	2.62757	1.49485	5.98928	9.01842	8.04016	10.5662	1.6134946429050294	2.8213831641639517	1.7791451117699715	-0.5904920387236278
K03859|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.62757	1.49485	5.98928	9.01842	8.04016	10.5662	1.6134946429050294	2.8213831641639517	1.7791451117699715	-0.5904920387236278
K03860	3.08073	0.672949	6.09405	7.86632	7.60143	10.7277	1.3029983211133171	3.994697805255122	1.3524163432001501	-0.36828748563605096
K03860|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.08073	0.5461	6.09405	7.86632	7.60143	10.7277	1.3029983211133171	4.296029323603232	1.3524163432001501	-0.36828748563605096
K03860|unclassified	0.0	0.126849	0.0	0.0	0.0	0.0	0.0	-16.952763993838666	0.0	0.0
K03861	2.64204	0.512816	4.07614	7.18041	8.10173	10.4728	1.6165773293909096	4.352059450824567	1.4424135699834124	-0.8168624675125209
K03861|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.64204	0.512816	4.07614	7.18041	8.10173	10.4728	1.6165773293909096	4.352059450824567	1.4424135699834124	-0.8168624675125209
K03865	2.34047	0.656184	3.36303	5.75502	4.76347	7.41741	1.0252143165975085	3.4987411910134374	1.2980223035385612	-0.7750591152347533
K03865|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.34047	0.656184	3.36303	5.75502	4.76347	7.41741	1.0252143165975085	3.4987411910134374	1.2980223035385612	-0.7750591152347533
K03868	4.69431	0.843665	6.5787	9.85653	12.0705	11.9411	1.3625002287802823	3.823120091081886	1.070166556148919	-0.5832772361424489
K03868|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.69431	0.843665	6.5787	9.85653	12.0705	11.9411	1.3625002287802823	3.823120091081886	1.070166556148919	-0.5832772361424489
K03869	3.38215	0.721651	6.04977	8.89468	8.28653	10.4511	1.2928271990635847	3.85620782630781	1.3950017934609569	-0.5560623318590832
K03869|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.38215	0.721651	6.04977	8.89468	8.28653	10.4511	1.2928271990635847	3.85620782630781	1.3950017934609569	-0.5560623318590832
K03872	4.24756	0.808279	8.4095	9.77417	11.5831	11.0641	1.4473149684130333	3.774887271054921	1.2023396785192801	-0.21695414799337293
K03872|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.24756	0.808279	8.4095	9.77417	11.5831	11.0641	1.4473149684130333	3.774887271054921	1.2023396785192801	-0.21695414799337293
K03878	0.106	0.400049	0.0	0.0	0.0	0.0	-16.69371834949166	-18.60982080004681	-16.69371834949166	0.0
K03878|unclassified	0.106	0.400049	0.0	0.0	0.0	0.0	-16.69371834949166	-18.60982080004681	-16.69371834949166	0.0
K03880	0.0312182	0.0338305	0.0	0.0	0.0	0.0	-14.930145947908821	-15.046079523414624	-14.930145947908821	0.0
K03880|unclassified	0.0312182	0.0338305	0.0	0.0	0.0	0.0	-14.930145947908821	-15.046079523414624	-14.930145947908821	0.0
K03882	0.0	0.0870244	0.0	0.0	0.0	0.0	0.0	-16.409148919658307	0.0	0.0
K03882|unclassified	0.0	0.0870244	0.0	0.0	0.0	0.0	0.0	-16.409148919658307	0.0	0.0
K03885	0.0	242.494499	89.4595	116.856	85.3661	162.549	26.34715995152556	-0.5770773365262678	26.80015658299829	-0.3854252076925476
K03885|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.214499	0.0	0.0	0.0	0.0	0.0	-17.710618122161634	0.0	0.0
K03885|g__Lactobacillus.s__Lactobacillus_brevis	0.0	242.28	89.4595	116.856	85.3661	162.549	26.34715995152556	-0.5758006329738635	26.80015658299829	-0.3854252076925476
K03893	0.0	0.0	0.0	0.174146	0.0892615	0.0	16.445766592671756	0.0	17.409946094519633	-17.409946094519633
K03893|g__Lactobacillus.s__Lactobacillus_brevis	0.0	0.0	0.0	0.096748	0.0520692	0.0	15.668170327634517	0.0	16.561959129152786	-16.561959129152786
K03893|g__Lactobacillus.s__Lactobacillus_plantarum	0.0	0.0	0.0	0.0773984	0.0371923	0.0	15.182755137244497	0.0	16.2400347621933	-16.2400347621933
K03919	0.0	0.344198	0.0	0.0	0.0	0.0	0.0	-18.392883380364793	0.0	0.0
K03919|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.344198	0.0	0.0	0.0	0.0	0.0	-18.392883380364793	0.0	0.0
K03925	95.9311	185.41801	139.148	149.4242	130.926	177.1683288	0.44868111502810276	-0.0656606561140015	0.6393433084315057	-0.10279364535239623
K03925|g__Lactobacillus.s__Lactobacillus_brevis	0.0	181.783	90.9644	121.156	89.2962	177.072	26.412095463129752	-0.037881187556984226	26.85229062404933	-0.41349190407643294
K03925|g__Lactobacillus.s__Lactobacillus_plantarum	19.8403	0.0	12.2151	6.24957	9.64086	0.0	-1.041200012590144	0.0	-1.6666048483194078	0.9668367276109743
K03925|unclassified	76.0909	3.63501	35.9685	22.0186	31.9889	0.0963288	-1.2501525170648786	-5.237833749239191	-1.789001138593221	0.7080112288724527
K03955	3.34997	1.42125	6.71645	10.5155	10.2461	11.0419	1.612854506581987	2.9577553019981497	1.6502970757698825	-0.6467465738650645
K03955|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.34997	1.42125	6.71645	10.5155	10.2461	11.0419	1.612854506581987	2.9577553019981497	1.6502970757698825	-0.6467465738650645
K03970	0.159191	0.0	0.0	0.0	0.0484768	0.0	-1.7153717032181064	0.0	-17.280408311258537	0.0
K03970|g__Pantoea.s__Pantoea_agglomerans	0.159191	0.0	0.0	0.0	0.0	0.0	-17.280408311258537	0.0	-17.280408311258537	0.0
K03970|unclassified	0.0	0.0	0.0	0.0	0.0484768	0.0	15.565036608040431	0.0	0.0	0.0
K03975	0.0	112.765	55.7748	76.6905	53.6344	111.356	25.676655303557947	-0.018140058948157425	26.19254455864291	-0.4594344333725417
K03975|g__Lactobacillus.s__Lactobacillus_brevis	0.0	112.765	55.7748	76.6905	53.6344	111.356	25.676655303557947	-0.018140058948157425	26.19254455864291	-0.4594344333725417
K03976	0.0	0.2302013	0.0	0.0	0.0	0.0	0.0	-17.81254272225108	0.0	0.0
K03976|unclassified	0.0	0.2302013	0.0	0.0	0.0	0.0	0.0	-17.81254272225108	0.0	0.0
K03977	111.8391049	106.71865	112.2314	102.6772	102.3947	109.200923	-0.12728367546175412	0.03317272857143302	-0.12330885879614016	0.1283605077741814
K03977|g__Lactobacillus.s__Lactobacillus_brevis	0.0651049	103.235	54.9984	72.6141	52.8847	108.96	9.665846421893491	0.07786643380962925	10.123245729754567	-0.4008600587741091
K03977|g__Lactobacillus.s__Lactobacillus_plantarum	111.774	3.48365	57.233	30.0631	49.51	0.240923	-1.1747927680426544	-3.853950076694441	-1.894518915984457	0.9288534257742004
K03978	71.9289	170.43858	122.6651	139.4855	120.8246	168.088703	0.7482707640687124	-0.020029170449903173	0.9554717005723802	-0.1853903155743414
K03978|g__Lactobacillus.s__Lactobacillus_brevis	0.0	165.974	86.5057	119.075	90.3591	167.947	26.429166581364694	0.01704876556818258	26.827295319916686	-0.46100344164478335
K03978|unclassified	71.9289	4.46458	36.1594	20.4105	30.4655	0.141703	-1.2393950959436257	-4.977572396939352	-1.8172599658999984	0.8250591834594503
K03979	110.0871	178.54013	147.88395	159.8882	141.3113	182.210907	0.360231409040571	0.029360938630551125	0.538418041622603	-0.11259798512805229
K03979|g__Lactobacillus.s__Lactobacillus_brevis	0.0	173.037	85.904	119.396	85.0736	169.032	26.342208186076725	-0.033784164274534303	26.831179275483148	-0.47495728446625146
K03979|g__Lactobacillus.s__Lactobacillus_plantarum	106.615	4.39822	53.9654	29.3341	45.7609	0.204707	-1.2202230800556157	-4.425280708783381	-1.861759759583895	0.8794559657260675
K03979|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.77655	0.415908	4.22216	6.14666	5.9946	7.38431	1.754584626050649	4.1501235058520844	1.7907238147422984	-0.5418213271279395
K03979|unclassified	1.69555	0.689006	3.7924	5.01149	4.48216	5.58991	1.4024402922020311	3.0202347680755195	1.5634857130667417	-0.4021283728509199
K03980	0.0	0.290181	0.0	0.0	0.0	0.0	0.0	-18.146598506191115	0.0	0.0
K03980|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.290181	0.0	0.0	0.0	0.0	0.0	-18.146598506191115	0.0	0.0
K03981	0.0890344	0.0	0.0	0.0	0.0	0.0	-16.442091437541325	0.0	-16.442091437541325	0.0
K03981|g__Pantoea.s__Pantoea_vagans	0.0890344	0.0	0.0	0.0	0.0	0.0	-16.442091437541325	0.0	-16.442091437541325	0.0
K04042	105.94	224.801936	149.6708	148.20409999999998	128.9603	172.168431	0.2836795889411759	-0.3848338254016295	0.48433794207604014	0.014207426695125576
K04042|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.500206	0.0	0.0	0.0	0.0	0.0	-18.932165721469136	0.0	0.0
K04042|g__Lactobacillus.s__Lactobacillus_brevis	0.0	220.468	93.4542	117.559	85.1039	171.965	26.342721928018957	-0.35845430464551353	26.80880976343156	-0.33105358104261917
K04042|g__Lactobacillus.s__Lactobacillus_plantarum	12.2806	0.0	0.0	0.0	5.30991	0.0	-1.2096215812742754	0.0	-23.549877830660893	0.0
K04042|unclassified	93.6598	3.83373	56.2166	30.6451	38.5465	0.203431	-1.2808300650946634	-4.236130572375649	-1.611773513101741	0.8753397676811242
K04043	117.0566215	168.541354	148.37306	154.53375	141.97749	175.76728	0.2784556666225195	0.06056390945129335	0.40071540738105266	-0.05869278861783322
K04043|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.242032	0.0	0.0	0.0	0.0	0.0	-17.884844239666354	0.0	0.0
K04043|g__Lactobacillus.s__Lactobacillus_brevis	0.0735015	162.363	86.5328	116.034	86.0711	168.802	10.19351988782767	0.05610909490975464	10.62446667389401	-0.42322860726123
K04043|g__Lactobacillus.s__Lactobacillus_plantarum	115.202	4.89622	57.9018	32.5748	50.5511	0.12601	-1.1883513564788244	-5.280047095304588	-1.822337505389872	0.829851857684258
K04043|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.78112	0.879165	3.93846	5.92495	5.35529	6.83927	1.5881794425117528	2.95963505688643	1.734017693924958	-0.5891712330846302
K04043|unclassified	0.0	0.160937	0.0	0.0	0.0	0.0	0.0	-17.296145483772417	0.0	0.0
K04046	0.0	0.234851	0.0	0.0	0.0	0.0	0.0	-17.841392354078057	0.0	0.0
K04046|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.234851	0.0	0.0	0.0	0.0	0.0	-17.841392354078057	0.0	0.0
K04047	0.177128	0.293233	0.0	0.0	0.0	0.0	-17.434440907481328	-18.1616928657242	-17.434440907481328	0.0
K04047|g__Pantoea.s__Pantoea_agglomerans	0.0354256	0.0	0.0	0.0	0.0	0.0	-15.112545391759463	0.0	-15.112545391759463	0.0
K04047|g__Pantoea.s__Pantoea_vagans	0.141703	0.114601	0.0	0.0	0.0	0.0	-17.11252095745431	-16.806272696235855	-17.11252095745431	0.0
K04047|unclassified	0.0	0.178632	0.0	0.0	0.0	0.0	0.0	-17.446639097664868	0.0	0.0
K04061	0.0	0.150679	0.0	0.0	0.0	0.0	0.0	-17.201128412834755	0.0	0.0
K04061|unclassified	0.0	0.150679	0.0	0.0	0.0	0.0	0.0	-17.201128412834755	0.0	0.0
K04062	0.0	0.243613	0.0	0.0	0.0	0.0	0.0	-17.894237518806673	0.0	0.0
K04062|unclassified	0.0	0.243613	0.0	0.0	0.0	0.0	0.0	-17.894237518806673	0.0	0.0
K04063	0.0	0.273557	0.0	0.0	0.0	0.0	0.0	-18.061487221316373	0.0	0.0
K04063|unclassified	0.0	0.273557	0.0	0.0	0.0	0.0	0.0	-18.061487221316373	0.0	0.0
K04066	57.9936	2.44954	30.4658	16.0729	24.8918	0.114464	-1.2202231047838938	-4.41953300187121	-1.8512633776664622	0.922560327136744
K04066|unclassified	57.9936	2.44954	30.4658	16.0729	24.8918	0.114464	-1.2202231047838938	-4.41953300187121	-1.8512633776664622	0.922560327136744
K04067	0.0	0.2541142	0.0	0.0	0.0	0.0	0.0	-17.955123147776774	0.0	0.0
K04067|g__Pantoea.s__Pantoea_agglomerans	0.0	0.0545354	0.0	0.0	0.0	0.0	0.0	-15.73493184926423	0.0	0.0
K04067|g__Pantoea.s__Pantoea_vagans	0.0	0.109071	0.0	0.0	0.0	0.0	0.0	-16.73492126770526	0.0	0.0
K04067|unclassified	0.0	0.0905082	0.0	0.0	0.0	0.0	0.0	-16.46577682500256	0.0	0.0
K04072	0.0	0.184269	0.0	0.0	0.0	0.0	0.0	-17.491461687162378	0.0	0.0
K04072|g__Pantoea.s__Pantoea_agglomerans	0.0	0.104152	0.0	0.0	0.0	0.0	0.0	-16.668344869483057	0.0	0.0
